is_dad_joke,dad_joke
1,What is the tallest building in the world? The library – it’s got the most stories!
1,"Im planning on stealing an indoor head garment, but dont tell anyone because it's an inside hijab."
1,What do you get when you cross a snowman with a vampire? Frostbite.
1,"Can February march? No, but April may."
1,Q: What’s 50 Cent’s name in Zimbabwe? A: 200 Dollars.
1,Whoever invented the knock-knock joke should get a no bell prize.
1,My sea sickness comes in waves.
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,What do you call a dictionary on drugs? High definition.
1,"I gave all my dead batteries away today, free of charge."
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,Have you ever heard of a music group called Cellophane? They mostly wrap.
1,"If you walk into a forest and cut down a tree, but the tree doesn't understand why you cut it down, do you think it's stumped?"
1,Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.
1,Why did the coffee file a police report? It got mugged.
1,How much does a hipster weigh? An instagram.
1,How does a dyslexic poet write? Inverse.
1,A cannibal is someone who is fed up with people.
1,The shovel was a ground-breaking invention.
1,"If at first you don't succeed, sky diving is not for you!"
1,I needed a password eight characters long so I picked Snow White and the Seven Dwarfs.
1,The rotation of earth really makes my day.
1,Want to hear a chimney joke? Got stacks of em! First one's on the house
1,What does an angry pepper do? It gets jalapeño face.
1,My wife told me to rub the herbs on the meat for better flavor. That's sage advice.
1,Do you know where you can get chicken broth in bulk? The stock market.
1,Atheism is a non-prophet organisation.
1,Have you heard of the band 1023MB? They haven't got a gig yet.
1,Bad at golf? Join the club.
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,"Wife told me to take the spider out instead of killing it... We had some drinks, cool guy, wants to be a web developer."
1,What do you get hanging from Apple trees? Sore arms.
1,What did the grape do when he got stepped on? He let out a little wine.
1,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back."
1,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
1,Why did the cookie cry? It was feeling crumby.
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,"Remember, the best angle to approach a problem from is the ""try"" angle."
1,How many South Americans does it take to change a lightbulb? A Brazilian
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,What do you call a monkey in a mine field? A babooooom!
1,"I cut my finger chopping cheese, but I think that I may have grater problems."
1,Atheism is a non-prophet organisation.
1,Milk is also the fastest liquid on earth – its pasteurized before you even see it
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,Atheism is a non-prophet organisation.
1,What do you call an alligator in a vest? An in-vest-igator!
1,What do you call a cow with no legs? Ground beef.
1,How do locomotives know where they're going? Lots of training
1,Why is Peter Pan always flying? Because he Neverlands.
1,What do you call two barracuda fish?  A Pairacuda!
1,Why do bees hum? Because they don't know the words.
1,"Our wedding was so beautiful, even the cake was in tiers."
1,Ever wondered why bees hum? It's because they don't know the words.
1,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
1,My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.
1,What do you call an elephant that doesn’t matter? An irrelephant.
1,My sea sickness comes in waves.
1,People who don't eat gluten are really going against the grain.
1,Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day.
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,What do you call an alligator in a vest? An in-vest-igator!
1,There's not really any training for garbagemen. They just pick things up as they go.
1,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
1,Without geometry life is pointless.
1,"I cut my finger chopping cheese, but I think that I may have grater problems."
1,I ate a clock yesterday. It was so time consuming.
1,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there."
1,What do prisoners use to call each other? Cell phones.
1,"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle."
1,"My new thesaurus is terrible. In fact, it's so bad, I'd say it's terrible."
1,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
1,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor."
1,Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.
1,What do you call two barracuda fish?  A Pairacuda!
1,Why did the girl smear peanut butter on the road? To go with the traffic jam.
1,What did one snowman say to the other snow man? Do you smell carrot?
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."
1,How do you tell the difference between a crocodile and an alligator? You will see one later and one in a while.
1,Did you hear about the blind circumciser... he got the sack.
1,"Wife told me to take the spider out instead of killing it... We had some drinks, cool guy, wants to be a web developer."
1,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
1,What do you get hanging from Apple trees? Sore arms.
1,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’"
1,Comedians who tell one too many lightbulb jokes soon burn out.
1,"Past, present, and future walked into a bar.... It was tense."
1,"Did you hear about the kidnapping at school? It's ok, he woke up."
1,What was a more important invention than the first telephone? The second one.
1,Did you hear about the runner who was criticized? He just took it in stride
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,Is the pool safe for diving? It deep ends.
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,Two peanuts were walking down the street. One was a salted.
1,It doesn't matter how much you push the envelope. It will still be stationary.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,Toasters were the first form of pop-up notifications.
1,Why does a Moon-rock taste better than an Earth-rock? Because it's a little meteor.
1,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady."
1,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
1,"Child: Dad, make me a sandwich. Dad: Poof! You're a sandwich."
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
